gene	driver_prob	is_driver	is_labeled
TMEM59	0.5537282	0	0
YTHDC2	0.5536456	0	0
MED13L	0.5536197	0	0
PGM2	0.55358756	0	0
NUP98	0.55348754	1	1
TRAF6	0.5533869	0	0
TUBA1A	0.55338186	0	0
THY1	0.5531373	0	0
DDX50	0.5531225	0	0
CTR9	0.5530032	0	1
DSG1	0.5529553	0	0
TRPC6	0.5529361	0	0
PCDH10	0.55291283	0	0
ABL2	0.55274045	1	1
DDX18	0.5524238	0	0
IREB2	0.55239284	0	0
L1CAM	0.5523225	0	0
FRAS1	0.5522959	0	0
CTTN	0.55224425	0	0
BTF3	0.5522059	0	1
ITGB3	0.55215806	0	0
DPYD	0.55209875	0	0
ANAPC1	0.5519924	0	1
ENO2	0.55191743	0	0
MECP2	0.5519027	0	0
NELL2	0.5518072	0	0
RUNX1T1	0.55177623	1	1
RAB7A	0.5517024	0	1
CTNND1	0.5515962	0	0
RPL23	0.55159533	0	0
LRRK1	0.55132204	0	0
CMYA5	0.5509754	0	0
PSMD2	0.5509714	0	0
PPA1	0.5509261	0	1
ARFGEF1	0.55086654	0	0
POLR3A	0.5508051	0	0
P4HB	0.55073315	0	0
GNG13	0.5506947	0	0
C7	0.5505014	0	0
SCN9A	0.5504902	0	0
UBE2D3	0.55046225	0	0
FAM135B	0.55040956	0	0
MAPT	0.55038905	0	0
NDUFV1	0.5503108	0	0
CTCF	0.5502233	1	1
LAMP2	0.55021614	0	0
THRAP3	0.55019456	0	0
DCTN1	0.5501769	1	1
PPRC1	0.5501621	0	0
YWHAH	0.550156	0	0
NDUFS8	0.5501274	0	0
FLT3LG	0.5501192	0	0
PSMA2	0.5500519	0	0
HNF4A	0.55002445	0	0
ITPR1	0.5499474	0	0
GUCY1A2	0.5498059	0	0
SETX	0.5496238	0	0
TBL1X	0.54923016	0	0
RICTOR	0.5491057	0	0
CLIP1	0.5488936	1	1
AUTS2	0.5486892	0	0
EPHX1	0.54859686	0	0
RPL18A	0.548561	0	0
GPNMB	0.5484048	0	0
EGR1	0.5482283	0	0
AMFR	0.54822373	0	0
DSP	0.5481281	0	0
SUCLG1	0.5479479	0	0
NR4A2	0.5479473	0	0
EEF2K	0.5479393	0	0
TUBB4A	0.54793394	0	0
DLC1	0.5479148	0	0
ZNF423	0.5478295	0	0
COL6A1	0.5477639	0	0
PML	0.5476874	1	1
SCN10A	0.5475851	0	0
MAVS	0.54754156	0	0
HMGB1	0.5474024	0	0
CNTN1	0.547386	0	0
EPB41L3	0.5473317	0	0
GLUD1	0.5473247	0	0
DCHS2	0.5472332	0	0
RNASEL	0.54722464	0	0
POLR2F	0.5469945	0	0
TCF7L2	0.5468439	1	1
CPED1	0.54679614	0	1
PCNT	0.54668784	0	0
KPNA4	0.5466291	0	0
MRPL16	0.5464673	0	0
PLAUR	0.54640055	0	0
XRCC5	0.54635036	0	0
CALB2	0.5463501	0	0
ARAP2	0.54629105	0	0
NANOG	0.5462664	0	0
LCP1	0.54606634	0	0
RPL35A	0.54582995	0	0
NPAP1	0.54567426	0	0
PHF6	0.5456592	1	1
SLC5A1	0.54557186	0	0
CD68	0.5455692	0	0
TAF1	0.5455677	0	0
CENPF	0.545565	0	0
FUS	0.5453772	1	1
ACE2	0.5452131	0	0
KIF1B	0.5452027	0	0
CENPE	0.54507816	0	0
RAB3GAP2	0.5448359	0	0
PFN1	0.5447566	0	0
STAB2	0.5447444	0	1
CALM2	0.5445904	0	0
ACE	0.5445062	0	0
TMPRSS2	0.54434997	1	1
AKAP9	0.54421216	0	0
BGN	0.5442034	0	0
GPX3	0.5441828	0	0
TAL1	0.5441071	1	1
CENPA	0.5440912	0	0
ADCY2	0.54408747	0	0
PLXNA2	0.54403305	0	0
PSMD6	0.54390144	0	0
MRPS6	0.54378897	0	0
NAMPT	0.54368055	0	0
ASCC3	0.5436584	0	0
ATP12A	0.5435401	0	0
ACSL1	0.54351544	0	0
TNRC6A	0.5434122	0	0
PTPN13	0.5432734	1	1
GNAI1	0.5432397	0	0
PTCH1	0.54311067	1	1
CCT3	0.5431043	0	0
APLP2	0.542971	0	0
LMBR1L	0.5428814	0	0
SNX1	0.54282403	0	0
TIA1	0.5427729	0	0
MCM4	0.54266965	0	0
EXO1	0.5426596	0	0
EPHX2	0.5421777	0	0
CDC20	0.5421334	0	0
TNKS1BP1	0.54210764	0	0
HDAC3	0.5419319	0	0
BCL11B	0.54185545	1	1
CACNA1F	0.54181755	0	0
DSC3	0.5415851	0	0
SYNCRIP	0.5415398	0	0
DHX15	0.5415139	0	0
ACKR1	0.5414113	0	0
WWOX	0.54139555	0	0
NIFK	0.5413536	0	0
PES1	0.5412928	0	0
ADK	0.5412715	0	0
USP11	0.5411132	0	0
ASH2L	0.5409573	0	0
RAD51	0.5409483	0	0
SUPT5H	0.5409461	0	0
SUPT16H	0.54090875	0	0
ETV1	0.5406377	1	1
DPY30	0.54059076	0	0
NOP58	0.54053414	0	0
MYO3A	0.5405076	0	0
MED1	0.54026955	0	0
CCNB2	0.54021955	0	0
LGALS4	0.5401976	0	0
GRM8	0.54001725	0	0
KIF11	0.5399292	0	0
TACC2	0.5398599	0	0
SMG1	0.53973556	0	0
AGO1	0.5397049	0	0
RSL24D1	0.5396954	0	0
CASK	0.53951675	0	0
EYS	0.5392261	0	0
EOMES	0.5392235	0	0
SMARCC1	0.5392096	0	0
PEBP1	0.5390989	0	0
PKP2	0.53897077	0	0
CEP164	0.53890157	0	0
BMP2	0.53889066	0	0
RPL19	0.53885216	0	0
SPTAN1	0.5387643	0	0
EXOSC10	0.5387572	0	0
LMNB1	0.53871447	0	0
ITGA2	0.5386883	0	0
NONO	0.53859913	1	1
MUC5AC	0.5384081	0	0
CDC23	0.53834784	0	0
CDC27	0.53830075	0	0
PTK2	0.5382009	0	0
RAB1A	0.53818494	0	1
COL15A1	0.53804123	0	0
YTHDC1	0.53781086	0	0
HSPA2	0.5377814	0	0
NTRK2	0.537636	1	1
NUP133	0.53751796	0	0
SSB	0.5374447	0	0
TRPC4	0.5374306	0	0
ZNF831	0.53727186	0	0
MRPS16	0.5372131	0	0
PYHIN1	0.5371102	0	0
BMPR2	0.5370507	0	0
SEC63	0.5370127	0	0
TKT	0.53700125	0	0
SHMT2	0.53694314	0	0
AIFM1	0.53678066	0	0
HSPH1	0.5367586	0	0
CTTNBP2	0.53674376	0	0
TYMS	0.53673255	0	0
DIP2C	0.5367095	0	0
HCFC1	0.5366653	0	0
USP8	0.53634024	1	1
IFT88	0.53627324	0	0
NCOA6	0.53625894	0	0
ISG15	0.5362538	0	0
SLC34A2	0.5362523	1	1
TLR7	0.53608876	0	0
THOC2	0.5360267	0	0
DPP6	0.5359524	0	0
CBL	0.5358271	1	1
METAP1	0.53581995	0	0
MEPCE	0.53576595	0	0
PSEN1	0.5357188	0	0
RPL35	0.5357097	0	0
BTK	0.5356709	1	1
SRSF6	0.5356477	0	0
EIF5A	0.5356468	0	0
HMOX1	0.5355731	0	0
MAOB	0.5355554	0	0
CD86	0.53554547	0	0
EPHA3	0.5354741	0	0
BRD7	0.53523314	0	0
NPC1	0.5351782	0	0
NUP107	0.5349878	0	0
PMPCB	0.53490704	0	0
SNW1	0.53485733	0	1
CHRM3	0.5347429	0	0
TP63	0.5346971	1	1
COL1A1	0.5346147	1	1
BIRC3	0.534527	1	1
SAMHD1	0.53451437	0	0
GPX8	0.53443754	0	0
ACTR2	0.53436553	0	0
SLC32A1	0.53434956	0	0
ELP3	0.5342371	0	0
TIMP1	0.5341073	0	0
PSMA7	0.53409064	0	0
NOS2	0.5340788	0	0
RBFOX1	0.5340596	0	0
C1QBP	0.5340244	0	0
THBS1	0.5339359	0	0
IGF2	0.5338942	0	0
CD63	0.533789	0	0
FBLN1	0.53378737	0	0
APBB1IP	0.5337533	0	1
MFN2	0.5337027	0	0
PSAT1	0.5336586	0	0
PLOD2	0.5335682	0	0
KIF21B	0.5332988	0	0
SGK1	0.53329545	0	0
AMBRA1	0.53329474	0	0
DSCAM	0.533291	0	0
MMRN1	0.5332878	0	0
SMC2	0.5332636	0	0
RDX	0.53316224	0	0
SLC2A3	0.5331313	0	0
KCNQ1	0.5329597	0	0
TPX2	0.5329553	0	0
EXPH5	0.5328813	0	0
RPS28	0.5327238	0	0
LTA4H	0.5326684	0	0
SLC3A2	0.5325309	0	0
INSR	0.53252846	0	0
KAT5	0.5325162	0	0
CYB5R4	0.5325159	0	0
PXN	0.5324512	0	0
SEMA3C	0.5324463	0	0
KPNA2	0.53234035	0	0
NR4A1	0.5323098	0	0
ADAM10	0.53229344	0	0
DNM1L	0.5322093	0	0
PSME4	0.5321862	0	0
LPA	0.53217614	0	0
LAMP1	0.5320644	0	0
FKBP5	0.53201187	0	0
ITGAL	0.53193665	0	0
NOL6	0.531925	0	0
RANBP6	0.53179896	0	0
NEB	0.53179157	0	0
NSD1	0.5315484	1	1
VDAC2	0.5315424	0	0
FREM2	0.5315224	0	0
PAX7	0.5314797	1	1
PDE1C	0.53146464	0	0
DCC	0.5313829	0	0
NR3C2	0.53134346	0	0
SLITRK5	0.53133374	0	0
LCK	0.53122795	1	1
KCNJ2	0.53114927	0	0
CASP9	0.5311033	0	0
ACTR1A	0.5310775	0	0
PDE6B	0.5309694	0	0
RBBP4	0.5309568	0	1
AGO4	0.53091365	0	0
EIF3A	0.5308402	0	0
SMC4	0.53082705	0	0
IARS2	0.5307824	0	0
DLST	0.5307823	0	0
ZFP36	0.5303663	0	0
CUL4B	0.5303136	0	0
HLA-DPA1	0.53016394	0	0
MYCN	0.5301131	1	1
NDUFA5	0.52970284	0	0
UBR1	0.52960384	0	0
CFL2	0.52949077	0	0
UQCRFS1	0.5294661	0	0
UBE4B	0.5294334	0	0
ANKRD17	0.5293907	0	0
SNRPD1	0.5293597	0	0
CD59	0.5293481	0	0
PCBP2	0.52932894	0	0
ACSF2	0.52931285	0	0
FOSB	0.5292266	0	0
SND1	0.5292173	1	1
IL18	0.5291828	0	0
SYP	0.5291759	0	0
STOM	0.52902156	0	0
WT1	0.5289295	1	1
PRDX4	0.52891004	0	0
NUMA1	0.5288686	1	1
RCN2	0.5288447	0	0
DHFR	0.52867985	0	0
CTSD	0.52862376	0	0
EEA1	0.52859265	0	0
PHF20	0.52856576	0	0
SFPQ	0.52851546	1	1
CD80	0.5285136	0	0
MTUS2	0.52849394	0	0
MGLL	0.528487	0	0
FHL1	0.5284509	0	0
EIF3E	0.52842015	1	1
RTN1	0.5284024	0	0
GLI1	0.52837497	0	0
MYH8	0.52827805	0	0
PPP2CB	0.52822626	0	0
SP1	0.52822137	0	0
ZDBF2	0.52784467	0	0
RPL13A	0.5278073	0	1
ARF6	0.52762353	0	0
MCAM	0.5276117	0	0
HADHA	0.5274769	0	0
ITFG1	0.52716684	0	0
MCM6	0.5270914	0	0
HSD3B1	0.52706873	0	0
PSMC5	0.5270494	0	0
TUBA4A	0.52704823	0	0
JARID2	0.52702415	0	1
KMO	0.52696526	0	0
AOX1	0.5269495	0	0
SELE	0.5269332	0	0
SDC4	0.5268221	1	1
NME1	0.52668506	0	0
AGR2	0.5266035	0	0
CTBP1	0.5265935	0	0
RTTN	0.52647835	0	0
SOCS3	0.52646065	0	0
HMGN1	0.52642524	0	0
PDHB	0.5264219	0	0
EIF4A3	0.52635807	0	1
FLT3	0.52633965	1	1
RPS25	0.5262579	0	0
WDR33	0.52623355	0	0
ARHGEF12	0.5261755	1	1
TCP1	0.52605003	0	0
ADAMTS2	0.52604264	0	0
WDFY3	0.5260276	0	0
CLTCL1	0.52592707	1	1
DIAPH1	0.52585196	0	0
DHX30	0.52581894	0	0
MRPL19	0.5257609	0	0
SORD	0.52569497	0	0
OTX2	0.5256885	0	0
NDUFS3	0.5256485	0	0
PRDX2	0.52560437	0	0
IQGAP2	0.5255926	0	0
SNAI1	0.52539456	0	0
BOD1L1	0.5253458	0	0
SETD7	0.5253202	0	0
RIN3	0.52523696	0	0
HDAC4	0.5251893	0	0
NDUFA8	0.52511805	0	0
GABRB3	0.5250205	0	0
EIF6	0.5249972	0	0
SCAF8	0.52492183	0	0
SNRNP200	0.5248734	0	0
GPD1L	0.5248703	0	0
DDX6	0.5248075	1	1
NOS1	0.524456	0	0
DSC2	0.5244471	0	0
TRPV6	0.5243116	0	0
FXR1	0.524248	0	0
RPL7L1	0.52424437	0	0
GCC2	0.5241125	0	0
ATP2B2	0.52395624	0	0
HPGD	0.52395093	0	0
STIM1	0.52392876	0	0
SLPI	0.52388775	0	0
ACAA2	0.5238179	0	0
NCOA3	0.5238173	0	0
HRAS	0.5237816	1	1
GRID2	0.52371657	0	0
NDUFB8	0.5237043	0	0
CLDN7	0.5236116	0	1
ATF3	0.523496	0	0
FDX1	0.52342045	0	0
CETN2	0.52341896	0	0
KCNQ2	0.52340806	0	0
DKC1	0.5233908	0	0
UBAP2L	0.5231354	0	0
OAT	0.5230862	0	0
NCAPD3	0.52303123	0	0
PTGS2	0.52297866	0	0
BCOR	0.522838	1	1
CHEK2	0.5227653	1	1
NT5E	0.52273434	0	0
RPF2	0.5226384	0	1
TOP2B	0.52260774	0	0
TYR	0.52253675	0	0
ATP2A2	0.5224872	0	0
TRPV4	0.5224752	0	0
LRP6	0.52245414	0	0
TSC2	0.5224427	1	1
FOSL1	0.5222954	0	0
HSDL2	0.52227056	0	1
LCP2	0.5222088	0	0
HEXIM1	0.5220045	0	1
MRPL43	0.5219912	0	0
NKX2-1	0.52197075	1	1
HSD17B4	0.5219276	0	0
CDH17	0.5216579	0	0
MS4A6A	0.52163136	0	0
BHLHE40	0.5215963	0	0
TRIM21	0.52159566	0	0
TGFB2	0.5215839	0	0
ETF1	0.5215808	0	0
CD81	0.5215718	0	0
GAN	0.5214839	0	0
CASS4	0.5214587	0	1
UBE2K	0.52136743	0	1
DMXL1	0.521304	0	0
SQLE	0.52123106	0	0
ZW10	0.5211681	0	0
FGF8	0.5211389	0	0
UBL4A	0.5211385	0	0
WDR12	0.5210013	0	0
MYO6	0.520831	0	0
TLR3	0.5207501	0	0
EIF3I	0.52070284	0	0
MUC4	0.5206515	0	0
GAA	0.5206084	0	0
BRD2	0.52042204	0	0
RAB8A	0.52035487	0	0
SLC25A5	0.5203403	0	0
GNG2	0.52031285	0	0
GLO1	0.5202869	0	0
HFM1	0.5202408	0	0
PIGA	0.5202285	0	0
ECHS1	0.5201946	0	0
EGR2	0.52011436	0	0
DDX17	0.5200621	0	0
TXN2	0.52005935	0	0
ZC3H14	0.5200584	0	0
CFL1	0.5200392	0	0
BMP7	0.5199842	0	0
RBBP5	0.51996523	0	0
PRICKLE1	0.5199131	0	0
CUX1	0.51987135	1	1
ATOH1	0.5196891	0	0
SLC2A10	0.5195948	0	0
CENPI	0.51951563	0	1
MTMR1	0.5190304	0	0
KRT7	0.5190004	0	0
UNC5C	0.518912	0	0
BCL11A	0.5188986	1	1
PPL	0.5188907	0	0
TRIM25	0.5188879	0	0
NFAT5	0.5187467	0	0
ACADM	0.518664	0	0
ZC3HAV1	0.5186609	0	0
EIF3F	0.51850694	0	0
CAND1	0.5183998	0	0
CSE1L	0.5183895	0	0
SERPINE1	0.518372	0	1
ARID5B	0.5183704	0	0
CLPB	0.51808953	0	0
RAD23A	0.5180728	0	0
CDC42BPA	0.51801014	0	0
DOCK11	0.51799464	0	0
CSDE1	0.51797295	0	0
PIKFYVE	0.5179658	0	0
RAB27A	0.51794827	0	0
TUBB6	0.5179222	0	0
HNRNPA3	0.5178865	0	1
CRK	0.5178657	0	0
PIK3R4	0.5178465	0	0
EDN1	0.5177933	0	0
PECR	0.51775134	0	0
IL6	0.5176903	0	0
SHMT1	0.5175558	0	0
DDX23	0.5175349	0	0
AP2A2	0.51748407	0	0
EPHA6	0.5173706	0	0
SLC2A1	0.5172715	0	0
RRM2	0.51721793	0	0
PLK4	0.5170337	0	0
LIF	0.51703346	0	0
ERCC6	0.5169911	0	0
SOX2	0.51696646	1	1
PDS5A	0.51696455	0	0
PICALM	0.51687527	1	1
EIF5B	0.51684964	0	1
GAK	0.5167856	0	0
SPRTN	0.51677513	0	0
ZDHHC5	0.51671934	0	0
MYL9	0.5166357	0	0
TUBA1C	0.5166265	0	1
DHTKD1	0.51661503	0	0
RND3	0.51659423	0	0
NRP2	0.5165595	0	0
EPHA4	0.51654613	0	0
VAMP2	0.5164619	0	0
GOLPH3	0.5163692	0	0
MYH2	0.5163423	0	0
SH3KBP1	0.51629126	0	0
CEBPA	0.5162135	1	1
DNAH17	0.51610076	0	0
MAT2A	0.51606476	0	0
VGLL3	0.51596385	0	0
ADCY5	0.5159113	0	0
HAVCR2	0.5158846	0	1
COQ3	0.5158566	0	1
SNIP1	0.51584405	0	0
ABCB5	0.51584345	0	0
KIF21A	0.5157267	0	0
FECH	0.5156995	0	0
PLK2	0.5156204	0	0
MX1	0.51560354	0	0
SLC25A3	0.51552236	0	0
TRIM24	0.515497	1	1
HSPB1	0.5154476	0	0
GRID1	0.5153483	0	0
PRPS1	0.51534283	0	0
CSF3	0.5152892	0	0
NFIB	0.5151961	1	1
E2F1	0.51517296	0	0
SF3A3	0.51512104	0	0
PDK3	0.5149654	0	0
SOWAHB	0.5149307	0	0
AREG	0.51482236	0	0
LMO2	0.5147588	1	1
ATF4	0.51471823	0	0
KIFAP3	0.51467234	0	0
C1QA	0.51464075	0	0
ACVRL1	0.5146385	0	0
GZMB	0.5146164	0	0
RAN	0.51460713	0	0
ACTC1	0.5145492	0	0
VPS13D	0.5144225	0	0
TEX15	0.5144051	0	0
TGFA	0.51437604	0	0
CUL2	0.51437455	0	0
ALK	0.5143485	1	1
AHCYL2	0.5143274	0	0
TBX3	0.5143068	1	1
VSNL1	0.5142666	0	0
DDX10	0.5141499	1	1
F5	0.51414686	0	0
ALDOA	0.51404834	0	0
METAP2	0.5140081	0	0
DLG1	0.51387507	0	0
SDC1	0.5137704	0	0
HAS2	0.5137232	0	0
EIF2AK2	0.5136709	0	1
INTU	0.513556	0	0
FARSB	0.5134397	0	1
DNMT3B	0.51343703	0	0
CRY2	0.51342624	0	0
DYRK1A	0.51334924	0	0
UCHL5	0.51327866	0	0
APMAP	0.51315045	0	0
MRPL11	0.5131398	0	0
GLRX3	0.5131236	0	0
GANAB	0.5131197	0	0
CLPX	0.51303643	0	0
SUV39H1	0.5130323	0	0
NHP2	0.5129533	0	1
ALDH7A1	0.5129404	0	0
ACTN4	0.512908	0	0
PTK2B	0.51286525	0	0
RIF1	0.51286113	0	1
COG5	0.5127648	0	0
MAFB	0.5127264	1	1
SEC31A	0.5127234	0	0
XPR1	0.5127163	0	0
PLA2G4A	0.5126981	0	0
RPL31	0.51264775	0	0
HECTD1	0.51260436	0	0
MRTO4	0.51257944	0	1
DNA2	0.51254076	0	0
NDUFS1	0.5124668	0	0
FGF5	0.512432	0	0
FCGR3A	0.5124243	0	0
PBX1	0.5122757	1	1
RPL39	0.5121585	0	0
PSMB2	0.5120975	0	0
MRPL33	0.512092	0	0
CNTN6	0.5120867	0	0
RPL10	0.5120708	1	1
SF3B2	0.51204777	0	0
PPA2	0.51201594	0	0
CTSL	0.511905	0	0
NR4A3	0.5118462	1	1
DBT	0.5117742	0	0
APEX1	0.5117237	0	0
HERC1	0.51168686	0	0
PPP1R3A	0.5116048	0	0
DIP2A	0.5114919	0	1
SLC27A1	0.51142704	0	0
ZFAND4	0.51137555	0	0
EYA4	0.5112554	0	0
SDAD1	0.51118433	0	1
DNM2	0.5111519	1	1
TFB1M	0.5110632	0	0
LEP	0.5110613	0	0
ANAPC5	0.51101196	0	0
VAMP3	0.51098	0	0
MCM3	0.51088846	0	0
ITGA5	0.51081324	0	0
IL1A	0.51080257	0	0
ACSL5	0.51068467	0	0
CRYAB	0.5105967	0	0
MPP1	0.5104938	0	0
GBF1	0.5104924	0	0
SIRPA	0.5104807	0	0
SON	0.5104463	0	0
MRPL24	0.5102509	0	0
CDCA8	0.5102068	0	0
IL4R	0.5101969	0	0
VAV1	0.5101944	0	0
UBR2	0.5101572	0	0
PCBP1	0.5100591	0	0
ADAMTS16	0.5100466	0	0
RNASEH2A	0.5099788	0	0
NCK1	0.5099516	0	1
PLEK	0.50992715	0	0
CHRM2	0.509796	0	0
PARD3	0.5097591	0	0
RLIM	0.50972193	0	0
RTCB	0.5097176	0	0
TMSB4X	0.50960076	0	0
FASLG	0.50951475	0	0
WDR90	0.50944227	0	0
PLEKHA7	0.5094403	0	0
GRM3	0.50943154	0	0
PHF3	0.50938565	0	0
KHSRP	0.509374	0	0
TNRC6B	0.5093486	0	0
SERPINA3	0.50930345	0	0
IL17A	0.50928414	0	0
RNASE1	0.5092414	0	0
FTH1	0.5092057	0	0
ACADVL	0.50918067	0	0
WAS	0.509137	1	1
AGTR1	0.5089554	0	0
CYC1	0.5089341	0	0
ANO1	0.5088642	0	0
IFNGR2	0.5088614	0	0
PYGB	0.5088428	0	0
RPL18	0.50878024	0	0
TP73	0.5087629	0	0
SMO	0.50871885	1	1
NEUROD1	0.5086265	0	0
LAMB3	0.50861865	0	0
EIF4ENIF1	0.5085612	0	0
RANGAP1	0.5085409	0	0
BACE1	0.50850546	0	0
FKBP1A	0.5084995	0	0
TK2	0.508427	0	0
TLN2	0.50828713	0	0
PINK1	0.5080342	0	0
NEDD9	0.50801	0	0
PTGES3	0.5079904	0	0
TIMM10	0.50798976	0	0
ZNF318	0.5079763	0	0
IL15	0.50788796	0	0
PDIA6	0.5078588	0	0
CTNNA1	0.50778455	0	0
FBXO32	0.507772	0	0
CALD1	0.5077584	0	0
MAP1LC3B	0.5076678	0	0
HK2	0.5076171	0	0
AQR	0.50759685	0	0
CDKN1B	0.5073006	1	1
PVALB	0.5072677	0	0
TCF20	0.50726616	0	0
CXCL2	0.50725925	0	0
TAF1L	0.507233	0	0
LCLAT1	0.5071987	0	0
CCNA1	0.5071974	0	0
KIF5B	0.507158	1	1
CCL2	0.5071574	0	0
ERCC3	0.5070389	1	1
ROBO3	0.5069846	0	0
FABP4	0.50697136	0	0
BRCC3	0.5069492	0	0
SOS2	0.50690407	0	0
AP2M1	0.50687903	0	0
STAU1	0.50682056	0	0
GNB2	0.5068141	0	0
RPA1	0.50680196	0	0
PSMC4	0.50677556	0	0
RHOG	0.5067405	0	1
CDK7	0.50662374	0	0
TSG101	0.5066012	0	0
EML4	0.5065845	1	1
STON2	0.5065222	0	0
PDHX	0.5064892	0	0
AHCTF1	0.5063891	0	0
FGR	0.5063122	0	0
RHOU	0.50629956	0	0
SEL1L	0.50628585	0	0
RDH12	0.506256	0	0
RPS17	0.50625336	0	0
NFKBIZ	0.50622904	0	0
CACNA1B	0.5062288	0	0
DLAT	0.5061436	0	0
CACNA1D	0.50608575	1	1
RYBP	0.5060711	0	0
SRPK1	0.50598514	0	0
ABCA12	0.5059766	0	0
LATS2	0.5059589	1	1
PLCB2	0.50594884	0	0
ELAVL1	0.5059474	0	0
DCK	0.5059352	0	0
SNRPN	0.50589436	0	0
GPC4	0.50587666	0	0
IKZF1	0.5058752	1	1
KHDRBS1	0.5058422	0	0
EIF1AX	0.5058127	0	0
AK2	0.50580883	0	0
ATP1A2	0.50573426	0	0
COPB1	0.50570816	0	0
MSL3	0.5057027	0	1
DHX57	0.50568426	0	0
TJP2	0.5056314	0	0
SDR42E1	0.5056133	0	0
GRM7	0.5055834	0	0
RPL3L	0.505574	0	0
GABARAP	0.5054547	0	0
TDRD3	0.50539595	0	0
MDH2	0.5053509	0	0
NUDT21	0.5053218	0	0
GLDC	0.50531137	0	0
GAPDHS	0.5052633	0	0
VAPA	0.5052411	0	0
CNTN2	0.50518805	0	0
F3	0.5051826	0	0
GK	0.50512385	0	0
TBK1	0.50510204	0	0
NGF	0.50506365	0	0
DPP4	0.5050597	0	0
SORCS1	0.50505143	0	0
SLC9A6	0.5049422	0	0
TNFSF13B	0.5047901	0	0
AK9	0.5047257	0	0
CACNA2D1	0.50472146	0	0
GHR	0.50467765	0	0
ALDH1L1	0.5046607	0	0
MEIS2	0.5046326	0	0
GFAP	0.5045727	0	0
PTPRF	0.5045483	0	0
NUP214	0.5045062	1	1
ACSL3	0.5044802	1	1
PRRX1	0.5044514	1	1
RAB10	0.50443095	0	0
GNAO1	0.5044103	0	0
ENDOD1	0.50427514	0	1
RTF1	0.5042709	0	0
CD47	0.5042175	0	0
CD5	0.50419295	0	0
PDE4B	0.504146	0	0
HIBCH	0.5041459	0	0
SORT1	0.5039983	0	0
TENM3	0.5038672	0	0
PA2G4	0.5038108	0	0
DNAJC3	0.50372463	0	0
SIX1	0.5036883	1	1
ITGA3	0.5036489	0	0
GNB4	0.50362086	0	0
EEF1B2	0.50361943	0	0
RUVBL2	0.50358665	0	0
NEO1	0.5034528	0	0
RAD18	0.5034453	0	0
CORO1C	0.5033667	0	0
SLC6A1	0.50326836	0	0
DIAPH2	0.5032523	0	0
KRT8	0.50322914	0	0
PIGR	0.5031795	0	0
KRT18	0.5030645	0	0
IRF1	0.50293595	0	0
RAP1B	0.50292265	0	0
ATP10A	0.50285757	0	0
RNF123	0.5028495	0	0
SRSF3	0.5027846	1	1
EPHA7	0.5027803	0	0
EGR3	0.502778	0	0
ZBTB16	0.5027627	1	1
CDK9	0.5027435	0	0
NCBP2	0.50269717	0	0
TMTC3	0.5026919	0	0
GRIA2	0.502673	0	0
NR5A2	0.50255615	0	0
PAK2	0.5025312	0	0
PPP2R5A	0.5024845	0	0
MBNL1	0.5024394	0	0
STAM2	0.5024341	0	0
TNFRSF1A	0.50233114	0	0
MYO1C	0.5023196	0	0
SSRP1	0.5022679	0	0
NEDD4L	0.50215197	0	0
CNBP	0.5021435	1	1
SYN1	0.50205195	0	0
IL1R1	0.5020505	0	0
OAS2	0.50189483	0	0
NEK4	0.5018303	0	0
RRBP1	0.5018064	0	0
IPO8	0.50177777	0	0
QRSL1	0.50166494	0	0
PRKCD	0.50164187	0	0
INO80	0.5015347	0	0
TNKS2	0.5015168	0	1
OLA1	0.5013286	0	0
TXNDC9	0.50130665	0	0
GBE1	0.5012809	0	0
CEBPZ	0.50125635	0	0
ZIC1	0.5012235	0	0
AIFM2	0.5011485	0	1
LARS2	0.5010889	0	0
LDLR	0.5010431	0	0
TGFBI	0.5010351	0	0
TAX1BP1	0.50097597	0	0
RBBP8	0.50093305	0	0
ACAD9	0.50088036	0	0
ACTA1	0.5008	0	0
EMD	0.50078857	0	0
NF2	0.50076425	1	1
DTNA	0.50076103	0	0
TRPM7	0.5007234	0	0
RNF20	0.500564	0	0
GNG11	0.50055254	0	0
DIMT1	0.5005514	0	1
PTK7	0.5005173	0	0
BACH2	0.50041544	0	0
CACNB2	0.5003668	0	0
GUSB	0.50035024	0	0
SLC1A2	0.5003226	0	0
NCKAP1L	0.5002893	0	1
MEFV	0.50024503	0	0
CDH7	0.5001899	0	0
MRPS12	0.50018555	0	0
MYO18B	0.50015306	0	0
IRF8	0.5001476	0	0
MB	0.50011414	0	0
POLG	0.5000901	0	0
MCM7	0.5000633	0	0
DRG1	0.50000596	0	0
ERN1	0.49999118	0	0
SPI1	0.49997973	0	0
ADAMTS1	0.4998421	0	0
WNT3A	0.4998018	0	0
IDE	0.49979115	0	0
EFNB2	0.49977785	0	0
AXL	0.4997224	0	0
COL7A1	0.49959302	0	0
MYO1F	0.4995822	0	0
GTF2F1	0.4995598	0	0
NEFL	0.49947795	0	0
KIFC1	0.49941212	0	0
GLS	0.49940413	0	0
MED14	0.49936408	0	0
CRKL	0.4993569	0	0
LTN1	0.49931946	0	0
CKAP5	0.49928927	0	0
GABRG2	0.4992098	0	0
MSR1	0.49920434	0	0
SPHKAP	0.4991402	0	0
POLR2D	0.49911794	0	0
PLCG1	0.49908304	1	1
MCM3AP	0.4990713	0	0
ATP6V1B2	0.49894524	0	0
